시도,시군구,읍면동,변전소,전력공급여유_2026,전력공급여유_2027,전력공급여유_2028,전력공급여유_2029,전력공급여유_2030,전력공급여유_2031,전력공급여유_2032,재생e_여유용량_MW,154kV_차단기_전체,154kV_차단기_사용중,154kV_차단기_사용예정,154kV_차단기_여유,345kV_차단기_전체,345kV_차단기_사용중,345kV_차단기_사용예정,345kV_차단기_여유
전남광주통합특별시,신안군,증도면,서운남S/Y,0,0,0,0,0,0,0,0,,,,,,,,
전남광주통합특별시,신안군,비금면,안좌 (154KV),0,0,0,0,0,0,0,0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
전남광주통합특별시,신안군,임자면,운남,0,0,0,0,0,0,0,0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
전남광주통합특별시,신안군,임자면,운남,0,0,0,0,0,0,0,0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
전남광주통합특별시,신안군,안좌면,운남#2(건설중),1095,935,935,950,840,1340,1335,1095,,,,,,,,
부산광역시,중구,동광동2가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,중구,동광동2가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,중구,동광동2가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,중구,동광동2가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,중구,동광동2가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,서구,서대신동3가,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,서구,서대신동3가,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,서구,서대신동3가,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,서구,남부민동,부산,0,0,0,0,0,0,0,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,서구,남부민동,부산,0,0,0,0,0,0,0,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,서구,동대신동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,서구,동대신동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,서구,동대신동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,서구,동대신동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,서구,동대신동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동구,범일동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,동구,범일동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,동구,범일동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,동구,동대신동3가,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동구,동대신동3가,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동구,동대신동3가,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동구,중앙동4가,부산,0,0,0,0,0,0,0,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동구,중앙동4가,부산,0,0,0,0,0,0,0,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산광역시동구,초량동,부산항(건설중),0,0,0,110,105,95,75,0,,,,,,,,
부산광역시,동구,초량동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동구,초량동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동구,초량동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동구,초량동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동구,초량동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동구,수정동,수정,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,영도구,대교동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,영도구,대교동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,영도구,대교동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,영도구,대교동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,영도구,대교동1가,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,영도구,동삼동,영도,140,0,0,0,0,0,0,140,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,가야동,개금,185,0,0,0,0,0,0,185,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,가야동,개금,185,0,0,0,0,0,0,185,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,전포동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,전포동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,전포동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,당감동,범천,190,0,0,0,0,0,0,190,,,,,,,,
부산광역시,부산진구,범전동,서면,0,0,0,0,0,0,0,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,양정동,양정,0,0,0,0,0,0,0,0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,부산진구,양정동,양정,0,0,0,0,0,0,0,0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명륜동,동래,0,0,0,0,0,0,0,0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,사직동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동래구,사직동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동래구,사직동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동래구,사직동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,명장동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,동래구,안락동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,동래구,안락동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,동래구,안락동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,남구,대연동,대연,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,남구,대연동,대연,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,남구,문현동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,남구,문현동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,남구,문현동,범일,0,0,0,25,15,0,0,0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
부산광역시,남구,감만동,용호,0,0,0,0,0,0,0,0,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
부산광역시,북구,구포동,구포,0,0,0,0,0,0,0,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,북구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,북구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,북구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,북구,초읍동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,북구,금곡동,북부산,0,0,0,0,0,0,0,0,17.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
부산광역시,북구,금곡동,북부산,0,0,0,0,0,0,0,0,17.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
부산광역시,북구,금곡동,북부산,0,0,0,0,0,0,0,0,17.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
부산광역시,북구,금곡동,호포,0,0,0,0,0,35,0,0,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
부산광역시,북구,금곡동,호포,0,0,0,0,0,35,0,0,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반여동,석대(건설중),0,0,0,505,475,440,390,0,,,,,,,,
부산광역시,해운대구,우동,수영,0,0,0,0,0,0,0,0,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,송정동,시랑,0,0,0,0,0,0,0,0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,송정동,시랑,0,0,0,0,0,0,0,0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,반송동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,안락동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,안락동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,안락동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,우동,우동,0,0,0,0,0,0,0,0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,우동,우동,0,0,0,0,0,0,0,0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,우동,정보,0,0,0,0,0,0,0,0,12.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0
부산광역시,해운대구,좌동,좌동(SA),0,0,0,0,0,0,0,0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
부산광역시,사하구,구평동,다대,45,0,0,0,0,0,0,45,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
부산광역시,사하구,감천동,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,사하구,감천동,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,사하구,감천동,부민,0,0,0,0,0,0,0,0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
부산광역시,사하구,괴정동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,사하구,괴정동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,사하구,괴정동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,사하구,괴정동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,사하구,괴정동,서부산,0,0,0,0,0,0,0,0,22.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0
부산광역시,사하구,괴정동,신평,140,0,0,0,0,0,0,140,12.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
부산광역시,사하구,구평동,장림,50,0,0,0,0,0,0,50,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
부산광역시,금정구,구서동,구서,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,금정구,구서동,노포,0,0,0,0,0,0,0,0,12.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,명장(SA),0,0,0,0,0,0,0,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,선동,명지,0,240,0,0,0,0,0,0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,선동,명지,0,240,0,0,0,0,0,0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,금정구,금사동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,강서구,식만동,김해(SA),0,0,0,0,0,0,0,0,,,,,,,,
부산광역시,강서구,식만동,김해(SA),0,0,0,0,0,0,0,0,,,,,,,,
부산광역시,강서구,송정동,녹공,0,0,0,0,0,0,0,0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
부산광역시,강서구,송정동,녹공,0,0,0,0,0,0,0,0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
부산광역시,강서구,녹산동,녹산,0,0,0,0,0,0,0,0,9.0,8.0,2.0,-1.0,0.0,0.0,0.0,0.0
부산광역시,부산광역시강서구,강동동,델타(건설중),0,0,0,0,0,0,0,0,,,,,,,,
부산광역시,강서구,명지동,명지,0,240,0,0,0,0,0,0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,강서구,명지동,명지,0,240,0,0,0,0,0,0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,강서구,구랑동,미음,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,부산광역시강서구,생곡동,세산,0,0,0,0,0,0,0,0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
부산광역시,강서구,명지동,순아,0,240,0,0,0,0,0,0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
부산광역시,강서구,신호동,어방,0,0,0,0,0,0,0,0,,,,,,,,
부산광역시,강서구,신호동,어방,0,0,0,0,0,0,0,0,,,,,,,,
부산광역시,강서구,눌차동,용원,0,30,0,0,0,0,0,0,12.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0
부산광역시,강서구,지사동,지사,0,190,0,0,0,0,0,0,12.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0
부산광역시,연제구,거제동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,연제구,거제동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,연제구,거제동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,연제구,거제동,미남,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,연제구,연산동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,연제구,연산동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,연제구,연산동,연산,0,0,0,0,0,0,0,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
부산광역시,수영구,광안동,대연,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,수영구,광안동,대연,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
부산광역시,수영구,망미동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,수영구,망미동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,수영구,망미동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,수영구,망미동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,수영구,망미동,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,수영구,우동,우동,0,0,0,0,0,0,0,0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,수영구,우동,우동,0,0,0,0,0,0,0,0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,사상구,주례동,개금,185,0,0,0,0,0,0,185,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,사상구,주례동,개금,185,0,0,0,0,0,0,185,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,사상구,감전동,덕포,230,0,0,0,0,0,0,230,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
부산광역시,사상구,모라동,모라,265,0,0,0,0,0,0,265,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
부산광역시,사상구,삼락동,북부산,0,0,0,0,0,0,0,0,17.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
부산광역시,사상구,삼락동,북부산,0,0,0,0,0,0,0,0,17.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
부산광역시,사상구,삼락동,북부산,0,0,0,0,0,0,0,0,17.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
부산광역시,사상구,엄궁동,엄궁,170,0,0,0,0,0,0,170,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
부산광역시,사상구,감전동,학장,175,0,0,0,0,0,0,175,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,기장,0,0,0,0,0,0,0,0,,,,,,,,
부산광역시,기장군,장안읍,명례,0,0,0,0,55,95,165,0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
부산광역시,기장군,장안읍,명례,0,0,0,0,55,95,165,0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,시랑,0,0,0,0,0,0,0,0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,시랑,0,0,0,0,0,0,0,0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,기장군,기장읍,신양산,45,0,0,0,0,0,0,45,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
부산광역시,기장군,일광읍,장안,0,0,0,0,0,0,0,0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
부산광역시,기장군,일광읍,장안,0,0,0,0,0,0,0,0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
부산광역시,기장군,정관읍,정관,0,0,0,0,0,0,0,0,12.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0
대구광역시,중구,남산동,내당,0,0,245,240,230,225,110,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,중구,남산동,내당,0,0,245,240,230,225,110,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,중구,대봉동,동인,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,중구,고성동3가,서침산,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대구광역시,중구,고성동3가,서침산,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,신암동,공평,0,0,185,185,155,110,60,0,10.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0
대구광역시,동구,덕곡동,구암,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,덕곡동,구암,0,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,각산동,반야월,370,240,300,300,285,275,220,370,11.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
대구광역시,동구,각산동,반야월,370,240,300,300,285,275,220,370,11.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
대구광역시,동구,내동,봉무,0,425,500,475,485,435,415,0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
대구광역시,동구,입석동,산격,0,65,100,95,65,45,25,0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,동구,입석동,산격,0,65,100,95,65,45,25,0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,동구,중대동,신경산,0,0,0,0,0,0,0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,중대동,신경산,0,0,0,0,0,0,0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,중대동,신경산,0,0,0,0,0,0,0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,중대동,신경산,0,0,0,0,0,0,0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,동구,중대동,신경산,0,0,0,0,0,0,0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,대구광역시동구,율암동,신서E/C,370,610,630,595,585,540,605,370,,,,,,,,
대구광역시,동구,둔산동,안심,400,375,425,405,395,385,375,400,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,동구,둔산동,안심,400,375,425,405,395,385,375,400,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,동구,와촌면,와촌E/C,655,670,680,680,660,655,640,655,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
대구광역시,동구,와촌면,와촌E/C,655,670,680,680,660,655,640,655,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
대구광역시,동구,와촌면,와촌E/C,655,670,680,680,660,655,640,655,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
대구광역시,동구,검사동,효목,450,320,420,405,390,385,160,450,,,,,,,,
대구광역시,동구,검사동,효목,450,320,420,405,390,385,160,450,,,,,,,,
대구광역시,서구,내당동,내당,0,0,245,240,230,225,110,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,서구,내당동,내당,0,0,245,240,230,225,110,0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
대구광역시,서구,중리동,와룡,0,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
대구광역시,서구,상리동,팔달,0,65,275,245,270,250,210,0,,,,,,,,
대구광역시,서구,상리동,팔달,0,65,275,245,270,250,210,0,,,,,,,,
대구광역시,남구,대명동,봉덕,0,0,0,0,0,0,0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
대구광역시,남구,대명동,봉덕,0,0,0,0,0,0,0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
