시도,시군구,변전소,변전소코드,345kV_차단기_전체,345kV_차단기_사용중,345kV_차단기_사용예정,345kV_차단기_여유
강원특별자치도,강릉시,북강릉,D338,0,0,0,0
강원특별자치도,강릉시,북평,4363,0,0,0,0
강원특별자치도,강릉시,영동T/P,S408,0,0,0,0
강원특별자치도,강릉시,주문진,S423,0,0,0,0
강원특별자치도,강릉시,횡계,2821,0,0,0,0
강원특별자치도,고성군,속초,2447,0,0,0,0
강원특별자치도,고성군,신양양,D440,0,0,0,0
강원특별자치도,동해시,북평,4363,0,0,0,0
강원특별자치도,삼척시,도계,S440,0,0,0,0
강원특별자치도,삼척시,삼척,S418,0,0,0,0
강원특별자치도,삼척시,태백,2510,0,0,0,0
강원특별자치도,속초시,속초,2447,0,0,0,0
강원특별자치도,속초시,신양양,D440,0,0,0,0
강원특별자치도,양구군,신양양,D440,0,0,0,0
강원특별자치도,양구군,양구,S428,0,0,0,0
강원특별자치도,양양군,신양양,D440,0,0,0,0
강원특별자치도,양양군,양양,S401,0,0,0,0
강원특별자치도,영월군,동영월,S442,0,0,0,0
강원특별자치도,영월군,신제천,2507,0,0,0,0
강원특별자치도,영월군,영월,S410,0,0,0,0
강원특별자치도,원주시,남원주,2820,0,0,0,0
강원특별자치도,원주시,동원주,D345,0,0,0,0
강원특별자치도,원주시,문막,2667,0,0,0,0
강원특별자치도,원주시,북원주,S435,0,0,0,0
강원특별자치도,원주시,서원주,D464,0,0,0,0
강원특별자치도,원주시,신제천,2507,0,0,0,0
강원특별자치도,인제군,신양양,D440,0,0,0,0
강원특별자치도,인제군,인제,S421,0,0,0,0
강원특별자치도,정선군,고한,S432,0,0,0,0
강원특별자치도,정선군,동영월,S442,0,0,0,0
강원특별자치도,정선군,신제천,2507,0,0,0,0
강원특별자치도,정선군,정선,S424,0,0,0,0
강원특별자치도,철원군,신양양,D440,0,0,0,0
강원특별자치도,철원군,철원,2525,0,0,0,0
강원특별자치도,춘천시,남춘천,2784,0,0,0,0
강원특별자치도,춘천시,북춘천,S436,0,0,0,0
강원특별자치도,춘천시,서홍천,D337,0,0,0,0
강원특별자치도,춘천시,신양양,D440,0,0,0,0
강원특별자치도,춘천시,춘천,4299,0,0,0,0
강원특별자치도,태백시,태백,2510,0,0,0,0
강원특별자치도,평창군,영월,S410,0,0,0,0
강원특별자치도,평창군,정선,S424,0,0,0,0
강원특별자치도,평창군,주진,S434,0,0,0,0
강원특별자치도,평창군,평창,2553,0,0,0,0
강원특별자치도,평창군,횡계,2821,0,0,0,0
강원특별자치도,홍천군,상남,2554,0,0,0,0
강원특별자치도,홍천군,서홍천,D337,0,0,0,0
강원특별자치도,홍천군,신양양,D440,0,0,0,0
강원특별자치도,홍천군,홍천,4257,0,0,0,0
강원특별자치도,화천군,신양양,D440,0,0,0,0
강원특별자치도,화천군,화천,S430,0,0,0,0
강원특별자치도,횡성군,둔내,D339,0,0,0,0
강원특별자치도,횡성군,신제천,2507,0,0,0,0
경기도,가평군,가평,2668,0,0,0,0
경기도,가평군,내촌,D283,0,0,0,0
경기도,가평군,서종,D290,0,0,0,0
경기도,가평군,서홍천,D337,0,0,0,0
경기도,고양시덕양구,고양,D543,0,0,0,0
경기도,고양시덕양구,능곡,S103,0,0,0,0
경기도,고양시덕양구,신덕은,S124,0,0,0,0
경기도,고양시덕양구,신파주,S136,0,0,0,0
경기도,고양시덕양구,원흥,D294,0,0,0,0
경기도,고양시덕양구,일산,2567,0,0,0,0
경기도,고양시덕양구,지도,2635,0,0,0,0
경기도,고양시덕양구,지축,E382,0,0,0,0
경기도,고양시일산동구,고양,D543,0,0,0,0
경기도,고양시일산동구,송포,2636,0,0,0,0
경기도,고양시일산동구,신덕은,S124,0,0,0,0
경기도,고양시일산동구,신파주,S136,0,0,0,0
경기도,고양시일산동구,일산,2567,0,0,0,0
경기도,고양시일산서구,고양,D543,0,0,0,0
경기도,고양시일산서구,덕이,D289,0,0,0,0
경기도,고양시일산서구,송포,2636,0,0,0,0
경기도,고양시일산서구,신덕은,S124,0,0,0,0
경기도,고양시일산서구,신파주,S136,0,0,0,0
경기도,고양시일산서구,일산,2567,0,0,0,0
경기도,고양시일산서구,호수,D553,0,0,0,0
경기도,과천시,과천,2190,0,0,0,0
경기도,광명시,광명,2550,0,0,0,0
경기도,광명시,시흥,2999,0,0,0,0
경기도,광명시,신광명,2194,0,0,0,0
경기도,광명시,천왕,S205,0,0,0,0
경기도,광주시,곤지암,S226,0,0,0,0
경기도,광주시,성현,2561,0,0,0,0
경기도,광주시,오천,D308,0,0,0,0
경기도,광주시,오포,D305,0,0,0,0
경기도,광주시,초월,S202,0,0,0,0
경기도,구리시,별내,D546,0,0,0,0
경기도,구리시,진건,D300,0,0,0,0
경기도,군포시,남군포,D333,0,0,0,0
경기도,군포시,산본,2665,0,0,0,0
경기도,군포시,서서울,2192,0,0,0,0
경기도,군포시,서서울#2,D280,0,0,0,0
경기도,군포시,의왕,2637,0,0,0,0
경기도,김포시,계양,S305,0,0,0,0
경기도,김포시,김포,SB06,0,0,0,0
경기도,김포시,소래,2569,0,0,0,0
경기도,김포시,신김포,D450,0,0,0,0
경기도,김포시,양곡,2170,0,0,0,0
경기도,김포시,양촌,SB09,0,0,0,0
경기도,김포시,장기,D318,0,0,0,0
경기도,김포시,통진,SB10,0,0,0,0
경기도,남양주시,내촌,D283,0,0,0,0
경기도,남양주시,덕소(SA),E381,0,0,0,0
경기도,남양주시,마석,S119,0,0,0,0
경기도,남양주시,미금(SA),E378,0,0,0,0
경기도,남양주시,별내,D546,0,0,0,0
경기도,남양주시,양정,2696,0,0,0,0
경기도,남양주시,진건,D300,0,0,0,0
경기도,남양주시,진접,S111,0,0,0,0
경기도,동두천시,동두천,2431,0,0,0,0
경기도,동두천시,신포천,D272,0,0,0,0
경기도,부천시,고강,SB07,0,0,0,0
경기도,부천시,도당,E004,0,0,0,0
경기도,부천시,부개,2535,0,0,0,0
경기도,부천시,부천,2176,0,0,0,0
경기도,부천시,역곡,SB01,0,0,0,0
경기도,부천시,원미,S318,0,0,0,0
경기도,부천시,중동,2568,0,0,0,0
경기도,부천시,천왕,S205,0,0,0,0
경기도,부천시소사구,갈산,D278,0,0,0,0
경기도,부천시오정구,갈산,D278,0,0,0,0
경기도,부천시오정구,신부평,S321,0,0,0,0
경기도,부천시원미구,갈산,D278,0,0,0,0
경기도,부천시원미구,부천,2176,0,0,0,0
경기도,성남시분당구,동판교,S231,0,0,0,0
경기도,성남시분당구,분당,2562,0,0,0,0
경기도,성남시분당구,서판교,S232,0,0,0,0
경기도,성남시분당구,신성남,2750,0,0,0,0
경기도,성남시분당구,야탑,2814,0,0,0,0
경기도,성남시분당구,정자,S223,0,0,0,0
경기도,성남시분당구,죽전,S336,0,0,0,0
경기도,성남시수정구,동판교,S231,0,0,0,0
경기도,성남시수정구,산성,2155,0,0,0,0
경기도,성남시수정구,중원,S220,0,0,0,0
경기도,성남시중원구,산성,2155,0,0,0,0
경기도,성남시중원구,성현,2561,0,0,0,0
경기도,성남시중원구,야탑,2814,0,0,0,0
경기도,성남시중원구,중원,S220,0,0,0,0
경기도,수원시권선구,154kV 동수원(SA),E206,0,0,0,0
경기도,수원시권선구,봉담,D334,0,0,0,0
경기도,수원시권선구,서서울#2,D280,0,0,0,0
경기도,수원시권선구,서수원,2178,0,0,0,0
경기도,수원시권선구,호매실,D330,0,0,0,0
경기도,수원시영통구,154kV 동수원(SA),E206,0,0,0,0
경기도,수원시영통구,농서,S348,0,0,0,0
경기도,수원시영통구,이의,D322,0,0,0,0
경기도,수원시장안구,서서울#2,D280,0,0,0,0
경기도,수원시장안구,우만,2781,0,0,0,0
경기도,수원시장안구,율전,S308,0,0,0,0
경기도,수원시장안구,의왕,2637,0,0,0,0
경기도,수원시팔달구,154kV 동수원(SA),E206,0,0,0,0
경기도,수원시팔달구,서서울#2,D280,0,0,0,0
경기도,수원시팔달구,우만,2781,0,0,0,0
경기도,수원시팔달구,율전,S308,0,0,0,0
경기도,시흥시,남시화,S319,0,0,0,0
경기도,시흥시,남정왕,D325,0,0,0,0
경기도,시흥시,도림,D312,0,0,0,0
경기도,시흥시,동시화,S340,0,0,0,0
경기도,시흥시,북안산,D331,0,0,0,0
경기도,시흥시,서서울#2,D280,0,0,0,0
경기도,시흥시,서시화,E430,0,0,0,0
경기도,시흥시,서안양,S329,0,0,0,0
경기도,시흥시,소래,2569,0,0,0,0
경기도,시흥시,시화,2666,0,0,0,0
경기도,시흥시,시흥,2999,0,0,0,0
경기도,시흥시,신광명,2194,0,0,0,0
경기도,시흥시,신시흥#1,2720,0,0,0,0
경기도,시흥시,원곡,S339,0,0,0,0
경기도,시흥시,정왕,D477,0,0,0,0
경기도,시흥시,중시화,S331,0,0,0,0
경기도,안산시단원구,목내,K419,0,0,0,0
경기도,안산시단원구,반월,2193,0,0,0,0
경기도,안산시단원구,북안산,D331,0,0,0,0
경기도,안산시단원구,사강,2817,0,0,0,0
경기도,안산시단원구,성곡,S345,0,0,0,0
경기도,안산시단원구,성포,S309,0,0,0,0
경기도,안산시단원구,신시화,D453,0,0,0,0
경기도,안산시단원구,신안산,S328,0,0,0,0
경기도,안산시단원구,안산,2575,0,0,0,0
경기도,안산시단원구,원곡,S339,0,0,0,0
경기도,안산시상록구,남군포,D333,0,0,0,0
경기도,안산시상록구,남안산,S325,0,0,0,0
경기도,안산시상록구,북안산,D331,0,0,0,0
경기도,안산시상록구,서서울#2,D280,0,0,0,0
경기도,안산시상록구,성포,S309,0,0,0,0
경기도,안산시상록구,신안산,S328,0,0,0,0
경기도,안산시상록구,일동,2590,0,0,0,0
경기도,안성시,남안성,D504,0,0,0,0
경기도,안성시,삼죽,S349,0,0,0,0
경기도,안성시,서안성,D273,0,0,0,0
경기도,안성시,소사벌,D321,0,0,0,0
경기도,안성시,안성,2486,0,0,0,0
경기도,안양시동안구,관양,D486,0,0,0,0
경기도,안양시동안구,동안양,2438,0,0,0,0
경기도,안양시동안구,서서울,2192,0,0,0,0
경기도,안양시만안구,서서울#2,D280,0,0,0,0
경기도,안양시만안구,서안양,S329,0,0,0,0
경기도,안양시만안구,안양,2196,0,0,0,0
경기도,양주시,남면,D288,0,0,0,0
경기도,양주시,녹양,2810,0,0,0,0
경기도,양주시,덕계,S104,0,0,0,0
경기도,양주시,동두천,2431,0,0,0,0
경기도,양주시,백석,S132,0,0,0,0
경기도,양주시,송우,S110,0,0,0,0
경기도,양주시,신의정부,D487,0,0,0,0
경기도,양주시,신포천,D272,0,0,0,0
경기도,양주시,양주(SA),E383,0,0,0,0
경기도,양주시,옥정,D473,0,0,0,0
경기도,양평군,곤지암,S226,0,0,0,0
경기도,양평군,동서울,2197,0,0,0,0
경기도,양평군,서종,D290,0,0,0,0
경기도,양평군,용문(SA),S101,0,0,0,0
경기도,양평군,지제,S125,0,0,0,0
경기도,여주시,가남,S234,0,0,0,0
경기도,여주시,곤지암,S226,0,0,0,0
경기도,여주시,여주,2658,0,0,0,0
경기도,여주시,이천,2421,0,0,0,0
경기도,연천군,백학,D292,0,0,0,0
경기도,연천군,신포천,D272,0,0,0,0
경기도,연천군,전곡,S107,0,0,0,0
경기도,오산시,동탄,D335,0,0,0,0
경기도,오산시,병점,S330,0,0,0,0
경기도,오산시,삼미,S337,0,0,0,0
경기도,오산시,세교,S351,0,0,0,0
경기도,오산시,오산,2180,0,0,0,0
경기도,오산시,진위,S347,0,0,0,0
경기도,용인시기흥구,기흥,S342,0,0,0,0
경기도,용인시기흥구,농서,S348,0,0,0,0
경기도,용인시기흥구,동백,S334,0,0,0,0
경기도,용인시기흥구,마북,D323,0,0,0,0
경기도,용인시기흥구,북동탄,D503,0,0,0,0
경기도,용인시기흥구,신용인,2818,0,0,0,0
경기도,용인시기흥구,죽전,S336,0,0,0,0
경기도,용인시기흥구,흥덕,S344,0,0,0,0
경기도,용인시수지구,수지,S303,0,0,0,0
경기도,용인시수지구,신봉,D320,0,0,0,0
경기도,용인시수지구,죽전,S336,0,0,0,0
경기도,용인시처인구,곤지암,S226,0,0,0,0
경기도,용인시처인구,남사,S327,0,0,0,0
경기도,용인시처인구,덕성,D502,0,0,0,0
경기도,용인시처인구,동백,S334,0,0,0,0
경기도,용인시처인구,모현,S341,0,0,0,0
경기도,용인시처인구,삼죽,S349,0,0,0,0
경기도,용인시처인구,오천,D308,0,0,0,0
경기도,용인시처인구,용인,2050,0,0,0,0
경기도,의왕시,남군포,D333,0,0,0,0
경기도,의왕시,동안양,2438,0,0,0,0
경기도,의왕시,서서울,2192,0,0,0,0
경기도,의왕시,서수원,2178,0,0,0,0
경기도,의왕시,의왕,2637,0,0,0,0
경기도,의정부시,금오,S105,0,0,0,0
경기도,의정부시,녹양,2810,0,0,0,0
경기도,의정부시,신의정부,D487,0,0,0,0
경기도,의정부시,신포천,D272,0,0,0,0
경기도,의정부시,용현,D488,0,0,0,0
경기도,이천시,가남,S234,0,0,0,0
경기도,이천시,곤지암,S226,0,0,0,0
경기도,이천시,삼죽,S349,0,0,0,0
경기도,이천시,오천,D308,0,0,0,0
경기도,이천시,율현,S218,0,0,0,0
경기도,이천시,이천,2421,0,0,0,0
경기도,파주시,남면,D288,0,0,0,0
경기도,파주시,문발,S122,0,0,0,0
경기도,파주시,문산,2061,0,0,0,0
경기도,파주시,백석,S132,0,0,0,0
경기도,파주시,선유,S130,0,0,0,0
경기도,파주시,신덕은,S124,0,0,0,0
경기도,파주시,신파주,S136,0,0,0,0
경기도,파주시,용정,D474,0,0,0,0
경기도,파주시,월롱,D484,0,0,0,0
경기도,평택시,고덕,D279,0,0,0,0
경기도,평택시,동평택(SA),D517,0,0,0,0
경기도,평택시,만호,S350,0,0,0,0
경기도,평택시,소사벌,D321,0,0,0,0
경기도,평택시,오산,2180,0,0,0,0
경기도,평택시,원정,S302,0,0,0,0
경기도,평택시,진위,S347,0,0,0,0
경기도,평택시,청북,S338,0,0,0,0
경기도,평택시,추팔,S317,0,0,0,0
경기도,평택시,팽성,D982,0,0,0,0
경기도,평택시,평택,2182,0,0,0,0
경기도,평택시,포승,2579,0,0,0,0
경기도,포천시,내촌,D283,0,0,0,0
경기도,포천시,송우,S110,0,0,0,0
경기도,포천시,신포천,D272,0,0,0,0
경기도,포천시,용정,D474,0,0,0,0
경기도,포천시,운천,S108,0,0,0,0
경기도,포천시,포천,2566,0,0,0,0
경기도,하남시,가락,S206,0,0,0,0
경기도,하남시,강동,2654,0,0,0,0
경기도,하남시,동서울,2197,0,0,0,0
경기도,하남시,상일,D301,0,0,0,0
경기도,하남시,송파,2653,0,0,0,0
경기도,하남시,신장,2647,0,0,0,0
경기도,하남시,위례,D433,0,0,0,0
경기도,화성시,154kV 동수원(SA),E206,0,0,0,0
경기도,화성시,구문천,D326,0,0,0,0
경기도,화성시,남양,D329,0,0,0,0
경기도,화성시,동탄,D335,0,0,0,0
경기도,화성시,마도,E050,0,0,0,0
경기도,화성시,발안,S310,0,0,0,0
경기도,화성시,병점,S330,0,0,0,0
경기도,화성시,봉담,D334,0,0,0,0
경기도,화성시,북동탄,D503,0,0,0,0
경기도,화성시,사강,2817,0,0,0,0
경기도,화성시,삼미,S337,0,0,0,0
경기도,화성시,서서울#2,D280,0,0,0,0
경기도,화성시,수촌,D332,0,0,0,0
경기도,화성시,장덕,S332,0,0,0,0
경기도,화성시,향남,D467,0,0,0,0
경기도,화성시,화성,2780,0,0,0,0
경기도,화성시동탄구,신수원,S323,0,0,0,0
경기도,화성시만세구,화성,2780,0,0,0,0
경상남도,거제시,거제,2413,0,0,0,0
경상남도,거제시,신고성,2797,0,0,0,0
경상남도,거제시,아주(SA),S912,0,0,0,0
경상남도,거창군,거창,2798,0,0,0,0
경상남도,거창군,의령,S903,0,0,0,0
경상남도,고성군,고성,2992,0,0,0,0
경상남도,고성군,신고성,2797,0,0,0,0
경상남도,김해시,동읍,S915,0,0,0,0
경상남도,김해시,신김해,2360,0,0,0,0
경상남도,김해시,장유(SA),S909,0,0,0,0
경상남도,김해시,주촌(SA),D432,0,0,0,0
경상남도,김해시,진례(SA),E150,0,0,0,0
경상남도,김해시,진영,S910,0,0,0,0
경상남도,김해시,한림정,D496,0,0,0,0
경상남도,남해군,광양,2429,0,0,0,0
경상남도,남해군,남해,2379,0,0,0,0
경상남도,밀양시,밀양(SA),2737,0,0,0,0
경상남도,밀양시,수산,E065,0,0,0,0
경상남도,밀양시,신김해,2360,0,0,0,0
경상남도,밀양시,신마산,2054,0,0,0,0
경상남도,밀양시,초동,2843,0,0,0,0
경상남도,사천시,사남(SA),S916,0,0,0,0
경상남도,사천시,사천(SA),2591,0,0,0,0
경상남도,사천시,신고성,2797,0,0,0,0
경상남도,사천시,하동(SA),2753,0,0,0,0
경상남도,산청군,산청,S913,0,0,0,0
경상남도,산청군,의령,S903,0,0,0,0
경상남도,양산시,물금,S824,0,0,0,0
경상남도,양산시,북부산,2393,0,0,0,0
경상남도,양산시,산막,2584,0,0,0,0
경상남도,양산시,서창,2467,0,0,0,0
경상남도,양산시,언양,2391,0,0,0,0
경상남도,양산시,호포,2792,0,0,0,0
경상남도,의령군,의령,S903,0,0,0,0
경상남도,진주시,개양(SA),2991,0,0,0,0
경상남도,진주시,동진주,E011,0,0,0,0
경상남도,진주시,사봉,D406,0,0,0,0
경상남도,진주시,신고성,2797,0,0,0,0
경상남도,진주시,의령,S903,0,0,0,0
경상남도,진주시,이현,S902,0,0,0,0
경상남도,진주시,진주,2376,0,0,0,0
경상남도,창녕군,신마산,2054,0,0,0,0
경상남도,창녕군,유가,2832,0,0,0,0
경상남도,창녕군,창녕,2441,0,0,0,0
경상남도,창원시마산합포구,서마산,2488,0,0,0,0
경상남도,창원시마산합포구,신마산,2054,0,0,0,0
경상남도,창원시마산회원구,마산,2355,0,0,0,0
경상남도,창원시마산회원구,수출,S904,0,0,0,0
경상남도,창원시마산회원구,신마산,2054,0,0,0,0
경상남도,창원시마산회원구,중리,S905,0,0,0,0
경상남도,창원시성산구,신김해,2360,0,0,0,0
경상남도,창원시성산구,신월,2740,0,0,0,0
경상남도,창원시성산구,안민,S914,0,0,0,0
경상남도,창원시성산구,완암,2546,0,0,0,0
경상남도,창원시성산구,월림,2777,0,0,0,0
경상남도,창원시성산구,창공,2749,0,0,0,0
경상남도,창원시성산구,창원,D281,0,0,0,0
경상남도,창원시의창구,동읍,S915,0,0,0,0
경상남도,창원시의창구,신김해,2360,0,0,0,0
경상남도,창원시의창구,신마산,2054,0,0,0,0
경상남도,창원시의창구,신월,2740,0,0,0,0
경상남도,창원시의창구,의창(SA),D409,0,0,0,0
경상남도,창원시의창구,차룡,S901,0,0,0,0
경상남도,창원시의창구,창공,2749,0,0,0,0
경상남도,창원시의창구,창원,D281,0,0,0,0
경상남도,창원시진해구,녹공,S822,0,0,0,0
경상남도,창원시진해구,마천(SA),2529,0,0,0,0
경상남도,창원시진해구,신김해,2360,0,0,0,0
경상남도,창원시진해구,신녹산,D274,0,0,0,0
경상남도,창원시진해구,진해(SA),2179,0,0,0,0
경상남도,통영시,신고성,2797,0,0,0,0
경상남도,통영시,안정,S908,0,0,0,0
경상남도,통영시,통영,2449,0,0,0,0
경상남도,하동군,광양,2429,0,0,0,0
경상남도,하동군,하동(SA),2753,0,0,0,0
경상남도,함안군,가야(SA),2552,0,0,0,0
경상남도,함안군,신마산,2054,0,0,0,0
경상남도,함안군,중리,S905,0,0,0,0
경상남도,함양군,의령,S903,0,0,0,0
경상남도,합천군,산청,S913,0,0,0,0
경상남도,합천군,쌍림,S729,0,0,0,0
경상남도,합천군,의령,S903,0,0,0,0
경상남도,합천군,합천,2385,0,0,0,0
경상북도,경산시,경산,D994,0,0,0,0
경상북도,경산시,신경산,2809,0,0,0,0
경상북도,경산시,와촌E/C,E217,0,0,0,0
경상북도,경산시,자인,S732,0,0,0,0
경상북도,경산시,진량,5389,0,0,0,0
경상북도,경주시,건천,D383,0,0,0,0
경상북도,경주시,경주(SA),E454,0,0,0,0
경상북도,경주시,신영일,S726,0,0,0,0
경상북도,경주시,아화,S721,0,0,0,0
경상북도,경주시,양북,S737,0,0,0,0
경상북도,경주시,왕신,E055,0,0,0,0
경상북도,경주시,외동,S702,0,0,0,0
경상북도,경주시,입실,D385,0,0,0,0
경상북도,경주시,천북SA,E418,0,0,0,0
경상북도,고령군,고령,S709,0,0,0,0
경상북도,고령군,다산,2644,0,0,0,0
경상북도,고령군,서구지SA,E390,0,0,0,0
경상북도,고령군,쌍림,S729,0,0,0,0
경상북도,구미시,고아,S707,0,0,0,0
경상북도,구미시,광평,S724,0,0,0,0
경상북도,구미시,구미,5427,0,0,0,0
경상북도,구미시,금전,S725,0,0,0,0
경상북도,구미시,남구미,5461,0,0,0,0
경상북도,구미시,도중,D997,0,0,0,0
경상북도,구미시,산동,D381,0,0,0,0
경상북도,구미시,선산,2735,0,0,0,0
경상북도,김천시,금릉,S723,0,0,0,0
경상북도,김천시,김천,5399,0,0,0,0
경상북도,김천시,농소,D388,0,0,0,0
경상북도,김천시,어모,D539,0,0,0,0
경상북도,문경시,문경,S734,0,0,0,0
경상북도,문경시,예천,2732,0,0,0,0
경상북도,문경시,점촌,2565,0,0,0,0
경상북도,봉화군,봉화,S718,0,0,0,0
경상북도,봉화군,영주(SA),E204,0,0,0,0
경상북도,상주시,상주,2726,0,0,0,0
경상북도,상주시,선산,2735,0,0,0,0
경상북도,상주시,점촌,2565,0,0,0,0
경상북도,상주시,청리,S736,0,0,0,0
경상북도,성주군,성주,2731,0,0,0,0
경상북도,성주군,아화,S721,0,0,0,0
경상북도,안동시,동안동,S715,0,0,0,0
경상북도,안동시,봉화,S718,0,0,0,0
경상북도,안동시,안동,5406,0,0,0,0
경상북도,안동시,풍산,D384,0,0,0,0
경상북도,영덕군,영덕,2747,0,0,0,0
경상북도,영양군,진보SA,E498,0,0,0,0
경상북도,영주시,신영주,2521,0,0,0,0
경상북도,영주시,쌍림,S729,0,0,0,0
경상북도,영주시,아화,S721,0,0,0,0
경상북도,영주시,영주(SA),E204,0,0,0,0
경상북도,영천시,금호,E032,0,0,0,0
경상북도,영천시,신경산,2809,0,0,0,0
경상북도,영천시,아화,S721,0,0,0,0
경상북도,영천시,영천(SA),E371,0,0,0,0
경상북도,영천시,와촌E/C,E217,0,0,0,0
경상북도,영천시,청통,S728,0,0,0,0
경상북도,예천군,예천,2732,0,0,0,0
경상북도,예천군,풍산,D384,0,0,0,0
경상북도,울진군,울진,2733,0,0,0,0
경상북도,의성군,동안동,S715,0,0,0,0
경상북도,의성군,선산,2735,0,0,0,0
경상북도,의성군,안계,S735,0,0,0,0
경상북도,청도군,대구,S743,0,0,0,0
경상북도,청도군,청도,2831,0,0,0,0
경상북도,칠곡군,남구미,5461,0,0,0,0
경상북도,칠곡군,북대구,S733,0,0,0,0
경상북도,칠곡군,서대구,5418,0,0,0,0
경상북도,칠곡군,왜관,D392,0,0,0,0
경상북도,칠곡군,칠곡,2694,0,0,0,0
경상북도,포항시남구,남포항,S717,0,0,0,0
경상북도,포항시남구,대송,S730,0,0,0,0
경상북도,포항시남구,상정,S705,0,0,0,0
경상북도,포항시남구,신포항,5217,0,0,0,0
경상북도,포항시남구,영일,2695,0,0,0,0
경상북도,포항시남구,흥해,D386,0,0,0,0
경상북도,포항시북구,남포항,S717,0,0,0,0
경상북도,포항시북구,북포항,2564,0,0,0,0
경상북도,포항시북구,신영일,S726,0,0,0,0
경상북도,포항시북구,청하,S710,0,0,0,0
경상북도,포항시북구,흥해,D386,0,0,0,0
대구광역시,군위군,군위,S704,0,0,0,0
대구광역시,군위군,산동,D381,0,0,0,0
대구광역시,군위군,선산,2735,0,0,0,0
대구광역시,남구,대구,S743,0,0,0,0
대구광역시,남구,봉덕,5245,0,0,0,0
대구광역시,달서구,강창,S706,0,0,0,0
대구광역시,달서구,고령,S709,0,0,0,0
대구광역시,달서구,다사,S738,0,0,0,0
대구광역시,달서구,달서,2746,0,0,0,0
대구광역시,달서구,달성,2520,0,0,0,0
대구광역시,달서구,대구,S743,0,0,0,0
대구광역시,달서구,두류,S727,0,0,0,0
대구광역시,달서구,상인(SA),2645,0,0,0,0
대구광역시,달서구,성서,2551,0,0,0,0
대구광역시,달서구,월배,D382,0,0,0,0
대구광역시,달성군,고령,S709,0,0,0,0
대구광역시,달성군,구지,S742,0,0,0,0
대구광역시,달성군,논공,2444,0,0,0,0
대구광역시,달성군,다사,S738,0,0,0,0
대구광역시,달성군,달성,2520,0,0,0,0
대구광역시,달성군,대구,S743,0,0,0,0
대구광역시,달성군,범물(SA),E488,0,0,0,0
대구광역시,달성군,서구지SA,E390,0,0,0,0
대구광역시,달성군,유가,2832,0,0,0,0
대구광역시,달성군,현풍(SA),D457,0,0,0,0
대구광역시,동구,공평,S716,0,0,0,0
대구광역시,동구,구암,S701,0,0,0,0
대구광역시,동구,대구,S743,0,0,0,0
대구광역시,동구,반야월,2445,0,0,0,0
대구광역시,동구,봉무,S744,0,0,0,0
대구광역시,동구,산격,2769,0,0,0,0
대구광역시,동구,신경산,2809,0,0,0,0
대구광역시,동구,안심,S708,0,0,0,0
대구광역시,동구,와촌E/C,E217,0,0,0,0
대구광역시,북구,검단,5295,0,0,0,0
대구광역시,북구,관음,2744,0,0,0,0
대구광역시,북구,구암,S701,0,0,0,0
대구광역시,북구,대구,S743,0,0,0,0
대구광역시,북구,산격,2769,0,0,0,0
대구광역시,북구,서침산,S722,0,0,0,0
대구광역시,북구,신경산,2809,0,0,0,0
대구광역시,서구,내당,5428,0,0,0,0
대구광역시,서구,대구,S743,0,0,0,0
대구광역시,서구,와룡,2833,0,0,0,0
대구광역시,수성구,남대구,5385,0,0,0,0
대구광역시,수성구,노변,2745,0,0,0,0
대구광역시,수성구,대구,S743,0,0,0,0
대구광역시,수성구,반야월,2445,0,0,0,0
대구광역시,수성구,범물(SA),E488,0,0,0,0
대구광역시,수성구,봉덕,5245,0,0,0,0
대구광역시,수성구,시지(SA),D456,0,0,0,0
대구광역시,수성구,신경산,2809,0,0,0,0
대구광역시,수성구,안심,S708,0,0,0,0
대구광역시,중구,내당,5428,0,0,0,0
대구광역시,중구,대구,S743,0,0,0,0
대구광역시,중구,동인,2540,0,0,0,0
대구광역시,중구,서침산,S722,0,0,0,0
대전광역시,대덕구,대화,2680,0,0,0,0
대전광역시,대덕구,세종,D452,0,0,0,0
대전광역시,대덕구,신옥천,2243,0,0,0,0
대전광역시,대덕구,신일,2743,0,0,0,0
대전광역시,대덕구,신탄진,2205,0,0,0,0
대전광역시,대덕구,청양,2437,0,0,0,0
대전광역시,동구,남대전SA,E542,0,0,0,0
대전광역시,동구,동대전,2672,0,0,0,0
대전광역시,동구,신계룡,S519,0,0,0,0
대전광역시,동구,신옥천,2243,0,0,0,0
대전광역시,동구,신흥,S505,0,0,0,0
대전광역시,동구,용운,S529,0,0,0,0
대전광역시,서구,가수원,S502,0,0,0,0
대전광역시,서구,둔산,2673,0,0,0,0
대전광역시,서구,둔지,S524,0,0,0,0
대전광역시,서구,서대전,2203,0,0,0,0
대전광역시,서구,세종,D452,0,0,0,0
대전광역시,서구,신계룡,S519,0,0,0,0
대전광역시,서구,신옥천,2243,0,0,0,0
대전광역시,서구,청양,2437,0,0,0,0
대전광역시,유성구,대덕,2207,0,0,0,0
대전광역시,유성구,덕진,2671,0,0,0,0
대전광역시,유성구,둔곡,E227,0,0,0,0
대전광역시,유성구,세종,D452,0,0,0,0
대전광역시,유성구,송강,S525,0,0,0,0
대전광역시,유성구,신계룡,S519,0,0,0,0
대전광역시,유성구,신옥천,2243,0,0,0,0
대전광역시,유성구,유성,S504,0,0,0,0
대전광역시,유성구,청양,2437,0,0,0,0
대전광역시,중구,신계룡,S519,0,0,0,0
