시도,시군구,변전소,변전소코드,154kV_차단기_전체,154kV_차단기_사용중,154kV_차단기_사용예정,154kV_차단기_여유
경기도,성남시수정구,중원,S220,8,4,0,4
경기도,성남시중원구,산성,2155,8,6,0,2
경기도,성남시중원구,성현,2561,15,13,0,2
경기도,성남시중원구,야탑,2814,7,4,0,3
경기도,성남시중원구,중원,S220,8,4,0,4
경기도,수원시권선구,154kV 동수원(SA),E206,8,8,0,0
경기도,수원시권선구,봉담,D334,8,4,0,4
경기도,수원시권선구,서서울#2,D280,10,6,4,0
경기도,수원시권선구,서수원,2178,9,8,1,0
경기도,수원시권선구,호매실,D330,7,2,4,1
경기도,수원시영통구,154kV 동수원(SA),E206,8,8,0,0
경기도,수원시영통구,농서,S348,12,8,1,3
경기도,수원시영통구,이의,D322,12,9,1,2
경기도,수원시장안구,서서울#2,D280,10,6,4,0
경기도,수원시장안구,우만,2781,8,4,0,4
경기도,수원시장안구,율전,S308,9,9,0,0
경기도,수원시장안구,의왕,2637,11,9,0,2
경기도,수원시팔달구,154kV 동수원(SA),E206,8,8,0,0
경기도,수원시팔달구,서서울#2,D280,10,6,4,0
경기도,수원시팔달구,우만,2781,8,4,0,4
경기도,수원시팔달구,율전,S308,9,9,0,0
경기도,시흥시,남시화,S319,8,5,1,2
경기도,시흥시,남정왕,D325,8,8,0,0
경기도,시흥시,도림,D312,12,6,0,6
경기도,시흥시,동시화,S340,8,4,0,4
경기도,시흥시,북안산,D331,8,4,0,4
경기도,시흥시,서서울#2,D280,10,6,4,0
경기도,시흥시,서시화,E430,7,7,0,0
경기도,시흥시,서안양,S329,8,4,3,1
경기도,시흥시,소래,2569,8,4,0,4
경기도,시흥시,시화,2666,8,8,0,0
경기도,시흥시,시흥,2999,5,5,0,0
경기도,시흥시,신광명,2194,19,12,0,7
경기도,시흥시,신시흥#1,2720,4,4,0,0
경기도,시흥시,원곡,S339,12,4,0,8
경기도,시흥시,정왕,D477,8,2,4,2
경기도,시흥시,중시화,S331,8,4,4,0
경기도,안산시단원구,목내,K419,8,7,1,0
경기도,안산시단원구,반월,2193,10,8,0,2
경기도,안산시단원구,북안산,D331,8,4,0,4
경기도,안산시단원구,사강,2817,8,5,2,1
경기도,안산시단원구,성곡,S345,8,4,4,0
경기도,안산시단원구,성포,S309,8,5,2,1
경기도,안산시단원구,신시화,D453,10,5,3,2
경기도,안산시단원구,신안산,S328,8,7,1,0
경기도,안산시단원구,안산,2575,9,8,1,0
경기도,안산시단원구,원곡,S339,12,4,0,8
경기도,안산시상록구,남군포,D333,10,9,1,0
경기도,안산시상록구,남안산,S325,8,4,1,3
경기도,안산시상록구,북안산,D331,8,4,0,4
경기도,안산시상록구,서서울#2,D280,10,6,4,0
경기도,안산시상록구,성포,S309,8,5,2,1
경기도,안산시상록구,신안산,S328,8,7,1,0
경기도,안산시상록구,일동,2590,8,8,0,0
경기도,안성시,남안성,D504,6,2,0,4
경기도,안성시,삼죽,S349,12,3,2,7
경기도,안성시,서안성,D273,11,4,2,5
경기도,안성시,소사벌,D321,8,2,2,4
경기도,안성시,안성,2486,8,8,0,0
경기도,안양시동안구,관양,D486,8,6,0,2
경기도,안양시동안구,동안양,2438,7,7,0,0
경기도,안양시동안구,서서울,2192,11,10,1,0
경기도,안양시만안구,서서울#2,D280,10,6,4,0
경기도,안양시만안구,서안양,S329,8,4,3,1
경기도,안양시만안구,안양,2196,12,4,2,6
경기도,양주시,남면,D288,12,4,0,8
경기도,양주시,녹양,2810,6,4,0,2
경기도,양주시,덕계,S104,6,4,2,0
경기도,양주시,동두천,2431,8,4,2,2
경기도,양주시,백석,S132,6,6,0,0
경기도,양주시,송우,S110,4,4,0,0
경기도,양주시,신의정부,D487,12,8,4,0
경기도,양주시,신포천,D272,12,10,2,0
경기도,양주시,양주(SA),E383,14,12,0,2
경기도,양주시,옥정,D473,8,6,0,2
경기도,양평군,곤지암,S226,12,10,0,2
경기도,양평군,동서울,2197,13,9,0,4
경기도,양평군,서종,D290,8,4,0,4
경기도,양평군,용문(SA),S101,4,4,0,0
경기도,양평군,지제,S125,8,6,0,2
경기도,여주시,가남,S234,8,4,0,4
경기도,여주시,곤지암,S226,12,10,0,2
경기도,여주시,여주,2658,7,5,0,2
경기도,여주시,이천,2421,11,11,0,0
경기도,연천군,백학,D292,12,4,0,8
경기도,연천군,신포천,D272,12,10,2,0
경기도,연천군,전곡,S107,11,4,1,6
경기도,오산시,동탄,D335,8,4,0,4
경기도,오산시,병점,S330,12,6,1,5
경기도,오산시,삼미,S337,12,9,0,3
경기도,오산시,세교,S351,8,4,2,2
경기도,오산시,오산,2180,8,8,0,0
경기도,오산시,진위,S347,12,5,0,7
경기도,용인시기흥구,기흥,S342,7,4,2,1
경기도,용인시기흥구,농서,S348,12,8,1,3
경기도,용인시기흥구,동백,S334,8,5,0,3
경기도,용인시기흥구,마북,D323,12,6,4,2
경기도,용인시기흥구,북동탄,D503,8,8,0,0
경기도,용인시기흥구,신용인,2818,14,14,0,0
경기도,용인시기흥구,죽전,S336,8,4,2,2
경기도,용인시기흥구,흥덕,S344,12,2,3,7
경기도,용인시수지구,수지,S303,8,4,0,4
경기도,용인시수지구,신봉,D320,12,6,0,6
경기도,용인시수지구,죽전,S336,8,4,2,2
경기도,용인시처인구,곤지암,S226,12,10,0,2
경기도,용인시처인구,남사,S327,12,6,0,6
경기도,용인시처인구,덕성,D502,8,4,2,2
경기도,용인시처인구,동백,S334,8,5,0,3
경기도,용인시처인구,모현,S341,8,6,0,2
경기도,용인시처인구,삼죽,S349,12,3,2,7
경기도,용인시처인구,오천,D308,8,4,2,2
경기도,용인시처인구,용인,2050,8,8,0,0
경기도,의왕시,남군포,D333,10,9,1,0
경기도,의왕시,동안양,2438,7,7,0,0
경기도,의왕시,서서울,2192,11,10,1,0
경기도,의왕시,서수원,2178,9,8,1,0
경기도,의왕시,의왕,2637,11,9,0,2
경기도,의정부시,금오,S105,11,6,1,4
경기도,의정부시,녹양,2810,6,4,0,2
경기도,의정부시,신의정부,D487,12,8,4,0
경기도,의정부시,신포천,D272,12,10,2,0
경기도,의정부시,용현,D488,12,6,1,5
경기도,이천시,가남,S234,8,4,0,4
경기도,이천시,곤지암,S226,12,10,0,2
경기도,이천시,삼죽,S349,12,3,2,7
경기도,이천시,오천,D308,8,4,2,2
경기도,이천시,율현,S218,12,8,0,4
경기도,이천시,이천,2421,11,11,0,0
경기도,파주시,남면,D288,12,4,0,8
경기도,파주시,문발,S122,8,8,0,0
경기도,파주시,문산,2061,8,8,0,0
경기도,파주시,백석,S132,6,6,0,0
경기도,파주시,선유,S130,8,2,3,3
경기도,파주시,신덕은,S124,16,10,0,6
경기도,파주시,신파주,S136,16,6,8,2
경기도,파주시,용정,D474,8,4,0,4
경기도,파주시,월롱,D484,12,8,3,1
경기도,평택시,고덕,D279,15,11,0,4
경기도,평택시,동평택(SA),D517,8,2,2,4
경기도,평택시,만호,S350,12,6,0,6
경기도,평택시,소사벌,D321,8,2,2,4
경기도,평택시,오산,2180,8,8,0,0
경기도,평택시,원정,S302,12,5,0,7
경기도,평택시,진위,S347,12,5,0,7
경기도,평택시,청북,S338,11,8,2,1
경기도,평택시,추팔,S317,8,8,0,0
경기도,평택시,팽성,D982,12,2,2,8
경기도,평택시,평택,2182,12,12,0,0
경기도,평택시,포승,2579,8,6,0,2
경기도,포천시,내촌,D283,12,4,0,8
경기도,포천시,송우,S110,4,4,0,0
경기도,포천시,신포천,D272,12,10,2,0
경기도,포천시,용정,D474,8,4,0,4
경기도,포천시,운천,S108,8,6,0,2
경기도,포천시,포천,2566,0,0,0,0
경기도,하남시,가락,S206,7,7,0,0
경기도,하남시,강동,2654,9,8,0,1
경기도,하남시,동서울,2197,13,9,0,4
경기도,하남시,상일,D301,11,6,0,5
경기도,하남시,송파,2653,8,8,0,0
경기도,하남시,신장,2647,8,7,0,1
경기도,하남시,위례,D433,8,6,1,1
경기도,화성시,154kV 동수원(SA),E206,8,8,0,0
경기도,화성시,구문천,D326,12,5,0,7
경기도,화성시,남양,D329,12,4,0,8
경기도,화성시,동탄,D335,8,4,0,4
경기도,화성시,마도,E050,8,4,0,4
경기도,화성시,발안,S310,8,8,0,0
경기도,화성시,병점,S330,12,6,1,5
경기도,화성시,봉담,D334,8,4,0,4
경기도,화성시,북동탄,D503,8,8,0,0
경기도,화성시,사강,2817,8,5,2,1
경기도,화성시,삼미,S337,12,9,0,3
경기도,화성시,서서울#2,D280,10,6,4,0
경기도,화성시,수촌,D332,8,4,0,4
경기도,화성시,장덕,S332,7,5,2,0
경기도,화성시,향남,D467,8,4,0,4
경기도,화성시,화성,2780,10,10,0,0
경기도,화성시동탄구,신수원,S323,17,17,0,0
경기도,화성시만세구,화성,2780,10,10,0,0
경상남도,거제시,거제,2413,12,10,0,2
경상남도,거제시,신고성,2797,25,14,0,11
경상남도,거제시,아주(SA),S912,8,4,2,2
경상남도,거창군,거창,2798,8,4,0,4
경상남도,거창군,의령,S903,22,12,0,10
경상남도,고성군,고성,2992,8,4,0,4
경상남도,고성군,신고성,2797,25,14,0,11
경상남도,김해시,동읍,S915,12,6,0,6
경상남도,김해시,신김해,2360,26,20,0,6
경상남도,김해시,장유(SA),S909,8,4,0,4
경상남도,김해시,주촌(SA),D432,8,4,0,4
경상남도,김해시,진례(SA),E150,8,4,0,4
경상남도,김해시,진영,S910,11,9,0,2
경상남도,김해시,한림정,D496,12,4,0,8
경상남도,남해군,광양,2429,18,8,6,4
경상남도,남해군,남해,2379,6,2,2,2
경상남도,밀양시,밀양(SA),2737,8,4,0,4
경상남도,밀양시,수산,E065,12,4,0,8
경상남도,밀양시,신김해,2360,26,20,0,6
경상남도,밀양시,신마산,2054,26,20,0,6
경상남도,밀양시,초동,2843,8,8,0,0
경상남도,사천시,사남(SA),S916,10,3,3,4
경상남도,사천시,사천(SA),2591,8,8,0,0
경상남도,사천시,신고성,2797,25,14,0,11
경상남도,사천시,하동(SA),2753,8,8,0,0
경상남도,산청군,산청,S913,8,2,2,4
경상남도,산청군,의령,S903,22,12,0,10
경상남도,양산시,물금,S824,8,6,0,2
경상남도,양산시,북부산,2393,17,9,2,6
경상남도,양산시,산막,2584,9,7,1,1
경상남도,양산시,서창,2467,11,5,1,5
경상남도,양산시,언양,2391,10,8,0,2
경상남도,양산시,호포,2792,8,5,1,2
경상남도,의령군,의령,S903,22,12,0,10
경상남도,진주시,개양(SA),2991,12,9,0,3
경상남도,진주시,동진주,E011,8,4,0,4
경상남도,진주시,사봉,D406,10,4,0,6
경상남도,진주시,신고성,2797,25,14,0,11
경상남도,진주시,의령,S903,22,12,0,10
경상남도,진주시,이현,S902,8,2,2,4
경상남도,진주시,진주,2376,8,5,3,0
경상남도,창녕군,신마산,2054,26,20,0,6
경상남도,창녕군,유가,2832,8,5,0,3
경상남도,창녕군,창녕,2441,6,6,0,0
경상남도,창원시마산합포구,서마산,2488,7,2,2,3
경상남도,창원시마산합포구,신마산,2054,26,20,0,6
경상남도,창원시마산회원구,마산,2355,9,4,0,5
경상남도,창원시마산회원구,수출,S904,8,4,0,4
경상남도,창원시마산회원구,신마산,2054,26,20,0,6
경상남도,창원시마산회원구,중리,S905,11,4,0,7
경상남도,창원시성산구,신김해,2360,26,20,0,6
경상남도,창원시성산구,신월,2740,7,4,0,3
경상남도,창원시성산구,안민,S914,12,6,0,6
경상남도,창원시성산구,완암,2546,8,8,0,0
경상남도,창원시성산구,월림,2777,12,7,2,3
경상남도,창원시성산구,창공,2749,12,8,0,4
경상남도,창원시성산구,창원,D281,24,15,1,8
경상남도,창원시의창구,동읍,S915,12,6,0,6
경상남도,창원시의창구,신김해,2360,26,20,0,6
경상남도,창원시의창구,신마산,2054,26,20,0,6
경상남도,창원시의창구,신월,2740,7,4,0,3
경상남도,창원시의창구,의창(SA),D409,8,4,0,4
경상남도,창원시의창구,차룡,S901,6,4,0,2
경상남도,창원시의창구,창공,2749,12,8,0,4
경상남도,창원시의창구,창원,D281,24,15,1,8
경상남도,창원시진해구,녹공,S822,9,6,3,0
경상남도,창원시진해구,마천(SA),2529,6,6,0,0
경상남도,창원시진해구,신김해,2360,26,20,0,6
경상남도,창원시진해구,신녹산,D274,10,10,0,0
경상남도,창원시진해구,진해(SA),2179,8,7,0,1
경상남도,통영시,신고성,2797,25,14,0,11
경상남도,통영시,안정,S908,8,8,0,0
경상남도,통영시,통영,2449,8,4,0,4
경상남도,하동군,광양,2429,18,8,6,4
경상남도,하동군,하동(SA),2753,8,8,0,0
경상남도,함안군,가야(SA),2552,10,8,2,0
경상남도,함안군,신마산,2054,26,20,0,6
경상남도,함안군,중리,S905,11,4,0,7
경상남도,함양군,의령,S903,22,12,0,10
경상남도,합천군,산청,S913,8,2,2,4
경상남도,합천군,쌍림,S729,9,4,0,5
경상남도,합천군,의령,S903,22,12,0,10
경상남도,합천군,합천,2385,8,6,0,2
경상북도,경산시,경산,D994,8,5,0,3
경상북도,경산시,신경산,2809,11,11,0,0
경상북도,경산시,와촌E/C,E217,8,4,0,4
경상북도,경산시,자인,S732,7,4,2,1
경상북도,경산시,진량,5389,8,3,5,0
경상북도,경주시,건천,D383,12,7,0,5
경상북도,경주시,경주(SA),E454,8,3,0,5
경상북도,경주시,신영일,S726,13,8,5,0
경상북도,경주시,아화,S721,8,6,1,1
경상북도,경주시,양북,S737,12,2,2,8
경상북도,경주시,왕신,E055,10,4,6,0
경상북도,경주시,외동,S702,8,4,1,3
경상북도,경주시,입실,D385,7,4,0,3
경상북도,경주시,천북SA,E418,8,8,0,0
경상북도,고령군,고령,S709,18,13,4,1
경상북도,고령군,다산,2644,5,4,0,1
경상북도,고령군,서구지SA,E390,8,6,1,1
경상북도,고령군,쌍림,S729,9,4,0,5
경상북도,구미시,고아,S707,8,6,0,2
경상북도,구미시,광평,S724,11,10,1,0
경상북도,구미시,구미,5427,14,12,2,0
경상북도,구미시,금전,S725,14,8,6,0
경상북도,구미시,남구미,5461,12,11,1,0
경상북도,구미시,도중,D997,8,5,1,2
경상북도,구미시,산동,D381,11,5,4,2
경상북도,구미시,선산,2735,24,16,4,4
경상북도,김천시,금릉,S723,8,6,2,0
경상북도,김천시,김천,5399,0,0,0,0
경상북도,김천시,농소,D388,8,4,0,4
경상북도,김천시,어모,D539,12,6,0,6
경상북도,문경시,문경,S734,10,2,8,0
경상북도,문경시,예천,2732,8,4,0,4
경상북도,문경시,점촌,2565,7,7,0,0
경상북도,봉화군,봉화,S718,8,6,1,1
경상북도,봉화군,영주(SA),E204,12,9,0,3
경상북도,상주시,상주,2726,12,6,4,2
경상북도,상주시,선산,2735,24,16,4,4
경상북도,상주시,점촌,2565,7,7,0,0
경상북도,상주시,청리,S736,12,5,2,5
경상북도,성주군,성주,2731,8,4,0,4
경상북도,성주군,아화,S721,8,6,1,1
경상북도,안동시,동안동,S715,6,5,0,1
경상북도,안동시,봉화,S718,8,6,1,1
경상북도,안동시,안동,5406,8,7,1,0
경상북도,안동시,풍산,D384,7,4,1,2
경상북도,영덕군,영덕,2747,12,7,4,1
경상북도,영양군,진보SA,E498,8,7,1,0
경상북도,영주시,신영주,2521,13,11,2,0
경상북도,영주시,쌍림,S729,9,4,0,5
경상북도,영주시,아화,S721,8,6,1,1
경상북도,영주시,영주(SA),E204,12,9,0,3
경상북도,영천시,금호,E032,12,4,0,8
경상북도,영천시,신경산,2809,11,11,0,0
경상북도,영천시,아화,S721,8,6,1,1
경상북도,영천시,영천(SA),E371,11,6,0,5
경상북도,영천시,와촌E/C,E217,8,4,0,4
경상북도,영천시,청통,S728,9,8,0,1
경상북도,예천군,예천,2732,8,4,0,4
경상북도,예천군,풍산,D384,7,4,1,2
경상북도,울진군,울진,2733,11,6,1,4
경상북도,의성군,동안동,S715,6,5,0,1
경상북도,의성군,선산,2735,24,16,4,4
경상북도,의성군,안계,S735,8,4,0,4
경상북도,청도군,대구,S743,18,8,0,10
경상북도,청도군,청도,2831,4,4,0,0
경상북도,칠곡군,남구미,5461,12,11,1,0
경상북도,칠곡군,북대구,S733,12,10,0,2
경상북도,칠곡군,서대구,5418,12,10,1,1
경상북도,칠곡군,왜관,D392,8,4,0,4
경상북도,칠곡군,칠곡,2694,9,5,1,3
경상북도,포항시남구,남포항,S717,6,4,0,2
경상북도,포항시남구,대송,S730,13,4,1,8
경상북도,포항시남구,상정,S705,8,5,2,1
경상북도,포항시남구,신포항,5217,16,9,6,1
경상북도,포항시남구,영일,2695,10,7,0,3
경상북도,포항시남구,흥해,D386,15,11,3,1
경상북도,포항시북구,남포항,S717,6,4,0,2
경상북도,포항시북구,북포항,2564,7,5,0,2
경상북도,포항시북구,신영일,S726,13,8,5,0
경상북도,포항시북구,청하,S710,10,6,4,0
경상북도,포항시북구,흥해,D386,15,11,3,1
대구광역시,군위군,군위,S704,8,4,4,0
대구광역시,군위군,산동,D381,11,5,4,2
대구광역시,군위군,선산,2735,24,16,4,4
대구광역시,남구,대구,S743,18,8,0,10
대구광역시,남구,봉덕,5245,7,6,1,0
대구광역시,달서구,강창,S706,8,8,0,0
대구광역시,달서구,고령,S709,18,13,4,1
대구광역시,달서구,다사,S738,12,5,0,7
대구광역시,달서구,달서,2746,0,0,0,0
대구광역시,달서구,달성,2520,8,8,0,0
대구광역시,달서구,대구,S743,18,8,0,10
대구광역시,달서구,두류,S727,8,4,1,3
대구광역시,달서구,상인(SA),2645,8,4,2,2
대구광역시,달서구,성서,2551,8,7,0,1
대구광역시,달서구,월배,D382,8,4,0,4
대구광역시,달성군,고령,S709,18,13,4,1
대구광역시,달성군,구지,S742,8,7,1,0
대구광역시,달성군,논공,2444,12,7,5,0
대구광역시,달성군,다사,S738,12,5,0,7
대구광역시,달성군,달성,2520,8,8,0,0
대구광역시,달성군,대구,S743,18,8,0,10
대구광역시,달성군,범물(SA),E488,8,6,2,0
대구광역시,달성군,서구지SA,E390,8,6,1,1
대구광역시,달성군,유가,2832,8,5,0,3
대구광역시,달성군,현풍(SA),D457,8,4,0,4
대구광역시,동구,공평,S716,10,4,0,6
대구광역시,동구,구암,S701,8,8,0,0
대구광역시,동구,대구,S743,18,8,0,10
대구광역시,동구,반야월,2445,11,4,4,3
대구광역시,동구,봉무,S744,12,4,0,8
대구광역시,동구,산격,2769,6,4,0,2
대구광역시,동구,신경산,2809,11,11,0,0
대구광역시,동구,안심,S708,8,6,0,2
대구광역시,동구,와촌E/C,E217,8,4,0,4
대구광역시,북구,검단,5295,8,4,0,4
대구광역시,북구,관음,2744,8,5,0,3
대구광역시,북구,구암,S701,8,8,0,0
대구광역시,북구,대구,S743,18,8,0,10
대구광역시,북구,산격,2769,6,4,0,2
대구광역시,북구,서침산,S722,4,2,2,0
대구광역시,북구,신경산,2809,11,11,0,0
대구광역시,서구,내당,5428,8,6,0,2
대구광역시,서구,대구,S743,18,8,0,10
대구광역시,서구,와룡,2833,4,4,0,0
대구광역시,수성구,남대구,5385,8,4,2,2
대구광역시,수성구,노변,2745,8,6,0,2
대구광역시,수성구,대구,S743,18,8,0,10
대구광역시,수성구,반야월,2445,11,4,4,3
대구광역시,수성구,범물(SA),E488,8,6,2,0
대구광역시,수성구,봉덕,5245,7,6,1,0
대구광역시,수성구,시지(SA),D456,8,4,0,4
대구광역시,수성구,신경산,2809,11,11,0,0
대구광역시,수성구,안심,S708,8,6,0,2
대구광역시,중구,내당,5428,8,6,0,2
대구광역시,중구,대구,S743,18,8,0,10
대구광역시,중구,동인,2540,6,6,0,0
대구광역시,중구,서침산,S722,4,2,2,0
대전광역시,대덕구,대화,2680,8,8,0,0
대전광역시,대덕구,세종,D452,18,10,0,8
대전광역시,대덕구,신옥천,2243,16,16,0,0
대전광역시,대덕구,신일,2743,8,8,-1,1
대전광역시,대덕구,신탄진,2205,10,6,2,2
대전광역시,대덕구,청양,2437,12,6,0,6
대전광역시,동구,남대전SA,E542,8,7,0,1
대전광역시,동구,동대전,2672,8,7,0,1
대전광역시,동구,신계룡,S519,16,10,0,6
대전광역시,동구,신옥천,2243,16,16,0,0
대전광역시,동구,신흥,S505,8,6,0,2
대전광역시,동구,용운,S529,8,4,0,4
대전광역시,서구,가수원,S502,8,5,0,3
대전광역시,서구,둔산,2673,8,5,0,3
대전광역시,서구,둔지,S524,8,3,0,5
대전광역시,서구,서대전,2203,8,5,0,3
대전광역시,서구,세종,D452,18,10,0,8
대전광역시,서구,신계룡,S519,16,10,0,6
대전광역시,서구,신옥천,2243,16,16,0,0
대전광역시,서구,청양,2437,12,6,0,6
대전광역시,유성구,대덕,2207,8,6,0,2
대전광역시,유성구,덕진,2671,12,10,0,2
대전광역시,유성구,둔곡,E227,8,5,0,3
대전광역시,유성구,세종,D452,18,10,0,8
대전광역시,유성구,송강,S525,8,4,3,1
대전광역시,유성구,신계룡,S519,16,10,0,6
대전광역시,유성구,신옥천,2243,16,16,0,0
